0	1.002718806
1	0.994093776
2	0.997900188
3	1.000393391
4	1.007373691
5	0.987377226
6	0.995587707
7	0.996282220
8	0.999029219
9	0.999796748
10	0.997341633
11	1.001349092
12	0.995833218
13	1.006912589
14	0.998105526
15	1.003126979
16	0.993216276
17	1.002421856
18	0.996677935
19	1.005113363
20	0.992393196
21	1.004762650
22	1.008319378
23	1.002374172
24	0.993727863
25	0.999991417
26	1.009851575
27	0.995702386
28	1.000817776
29	1.002166867
30	1.001317501
31	0.996586800
32	1.002640367
33	1.001849294
34	0.995895803
35	0.991334975
36	0.999684989
37	1.007275224
38	1.007216930
39	0.987267673
40	1.005797505
41	0.999886274
42	1.000146389
43	0.997771502
44	1.002840757
45	0.995791256
46	0.996479094
47	0.994536042
48	1.002682209
49	0.994157553
50	0.995764256
51	1.009940624
52	1.002760649
53	1.001606822
54	1.006052017
55	1.002376795
56	1.002535939
57	0.999228001
58	0.993081450
59	0.994911551
60	1.003011227
61	1.000421524
62	0.997425377
63	1.006695747
64	1.007945776
65	0.997947097
66	1.005682230
67	1.001177788
68	1.003136277
69	0.999175727
70	0.997585475
71	1.002212048
72	0.996937871
73	0.994859517
74	1.004304647
75	0.998085856
76	0.996394873
77	1.000455976
78	0.997080624
79	1.002825737
80	0.992353797
81	0.998402417
82	0.999578357
83	0.999968648
84	1.004006028
85	1.002943516
86	0.996727765
87	1.000284791
88	0.997988284
89	1.002375484
90	1.002801180
91	0.997249246
92	0.996271074
93	0.994439125
94	0.996723711
95	0.999821842
96	1.000100255
97	1.001423717
98	0.992827177
99	0.989023268
100	0.997839272
101	1.002602696
102	0.994903147
103	0.997014940
104	0.998436511
105	1.000775099
106	0.987286031
107	1.001649261
108	1.004721165
109	1.001473188
110	0.997912824
111	0.994489551
112	1.002219439
113	0.994769454
114	0.995067060
