0	1.005183220
1	1.003957868
2	0.995769262
3	0.999730885
4	1.000446439
5	0.999189198
6	1.000377178
7	1.001163483
8	1.002590418
9	0.995332301
10	0.997336626
11	0.998922467
12	1.007479906
13	0.997677743
14	0.998253465
15	1.003827810
16	0.999038100
17	0.999431431
18	0.997886658
19	1.003907681
20	1.000290632
21	0.997309327
22	1.000040650
23	1.002161026
24	0.994597256
25	1.000987649
26	1.004899025
27	1.002238750
28	0.994163156
29	0.999153793
30	1.000797272
31	1.007323742
32	1.000141621
33	0.999878347
34	1.002190351
35	1.000382900
36	0.997954071
37	0.998202026
38	1.000918984
39	0.996422410
40	0.998935282
41	1.005191326
42	0.999996960
43	0.996686578
44	0.999540806
45	1.000270963
46	1.001023769
47	0.995786548
48	0.995742857
49	1.004183888
50	0.996791065
51	0.999911726
52	0.999584317
53	1.003955603
54	1.016859651
55	1.002141476
56	0.998938084
57	1.003315091
58	0.997736156
59	0.996784091
60	1.000830293
61	0.996888697
62	1.001619339
63	0.998442590
64	0.998080373
65	0.997973382
66	1.003821611
67	0.998220623
68	1.000107169
69	1.000993013
70	0.999094367
71	1.000110030
72	1.003399491
73	0.998079360
74	0.996990442
75	1.000228047
76	1.001458406
77	1.002721667
78	1.001367927
79	1.002922654
80	1.000835538
81	1.003782153
82	0.997525096
83	1.004655600
84	0.992155313
85	1.001402855
86	1.000053525
87	1.003621936
88	1.000539660
89	0.999487400
90	1.002662063
91	1.002221346
92	1.000069737
93	0.996540546
94	0.999765933
95	0.996352315
96	0.996429980
97	0.997510493
98	1.006128550
99	0.995098710
100	0.999525666
101	1.003807068
102	0.997669160
103	0.998736620
104	0.996244729
105	1.000173688
106	0.999734163
107	0.994764149
108	1.004373312
109	0.996221423
110	1.002500057
111	1.000413775
112	0.998670757
113	1.000759721
114	0.997438490
