0	1.007116795
1	0.987977028
2	0.998729348
3	0.998504162
4	1.004468203
5	0.994984388
6	0.995601833
7	0.997468829
8	0.992185295
9	0.996180773
10	0.999700010
11	0.999413431
12	0.993141651
13	1.003625751
14	1.000956178
15	1.010172248
16	1.000792503
17	0.999605536
18	1.003200531
19	1.006023407
20	0.992800117
21	0.999116063
22	0.999834776
23	1.003188014
24	1.007654548
25	1.005405307
26	1.003715038
27	0.992560506
28	1.004524589
29	1.004441261
30	0.990727007
31	0.991844356
32	1.003590584
33	1.005332112
34	0.993761480
35	0.991182804
36	1.004265189
37	0.996559501
38	0.998308539
39	0.990749538
40	1.010165691
41	1.001237273
42	0.995338321
43	0.997470617
44	0.999490082
45	0.999799669
46	0.996371090
47	0.994051397
48	0.998123884
49	0.999790013
50	1.002749920
51	1.007621169
52	0.996663928
53	1.000815153
54	0.999293745
55	1.002763391
56	1.001484752
57	0.997630060
58	0.992961466
59	1.002552986
60	0.996514618
61	0.995052695
62	0.995193839
63	1.009828210
64	1.006942153
65	0.998802423
66	1.005239964
67	0.998903096
68	0.999465168
69	0.998694777
70	0.992429078
71	1.001418591
72	0.997353852
73	0.997393429
74	1.009179831
75	0.990922034
76	0.997926235
77	0.998083770
78	0.999479234
79	0.996379256
80	0.995819628
81	0.993733764
82	0.992027342
83	0.989894807
84	1.000115514
85	1.002162933
86	0.998650908
87	0.995156705
88	0.997504890
89	1.004676223
90	1.001956344
91	0.995201290
92	0.997954071
93	1.000170708
94	0.997340322
95	0.993771493
96	0.999305308
97	1.005169153
98	0.988825083
99	0.995854437
100	0.995078683
101	1.001248240
102	1.000008464
103	0.996427774
104	1.001801968
105	0.994328320
106	0.997346938
107	1.006782651
108	1.007194877
109	0.997762263
110	1.007730722
111	1.001085877
112	1.005073428
113	0.995357037
114	0.992955327
